S/N,Date,T1,T2,T3,T4,T5,T6,Time
14932,1/18/2021,20.19,21.31,20.12,20.94,21.06,21.12,2:32:26
14931,1/18/2021,20.25,21.37,20.12,20.94,21.06,21.12,2:32:15
14930,1/18/2021,20.12,21.31,20.06,20.94,21.06,21.12,2:32:03
14929,1/18/2021,20.19,21.31,20.06,20.94,21.06,21.12,2:31:52
14928,1/18/2021,20.12,21.31,20.12,20.87,21,21.12,2:31:40
14927,1/18/2021,20.12,21.25,20.12,20.94,21,21.12,2:31:29
14926,1/18/2021,20.19,21.31,20.12,20.94,21,21.12,2:31:17
14925,1/18/2021,20.19,21.25,20.12,20.87,21,21.12,2:31:06
14924,1/18/2021,20.19,21.31,20.12,20.87,21,21.12,2:30:54
14923,1/18/2021,20.19,21.31,20.12,20.87,20.94,21.06,2:30:43
14922,1/18/2021,20.12,21.31,20.12,20.87,20.94,21.12,2:30:31
14921,1/18/2021,20.12,21.31,20.12,20.87,20.94,21.06,2:30:19
14920,1/18/2021,20.19,21.31,20.12,20.94,20.94,21.06,2:30:08
14919,1/18/2021,20.19,21.31,20.12,20.87,20.94,21.12,2:29:56
14918,1/18/2021,20.12,21.25,20.12,20.87,20.87,21.06,2:29:45
14917,1/18/2021,20.06,21.31,20.12,20.94,20.87,21.12,2:29:33
14916,1/18/2021,20.06,21.31,20.12,20.94,20.87,21.12,2:29:22
14915,1/18/2021,20.12,21.25,20.19,20.94,20.87,21.12,2:29:10
14914,1/18/2021,20,21.25,20.12,20.87,20.87,21.06,2:28:59
14913,1/18/2021,20.06,21.25,20.12,20.94,20.87,21.06,2:28:47
14912,1/18/2021,20.12,21.25,20.19,20.87,20.87,21.06,2:28:36
14911,1/18/2021,20.12,21.31,20.12,20.87,20.81,21.12,2:28:24
14910,1/18/2021,20.06,21.25,20.12,20.87,20.81,21.06,2:28:13
14909,1/18/2021,20.06,21.25,20.12,20.87,20.75,21.12,2:28:01
14908,1/18/2021,20.06,21.25,20.12,20.87,20.75,21.12,2:27:50
14907,1/18/2021,20.06,21.25,20.12,20.87,20.75,21.12,2:27:38
14906,1/18/2021,20.06,21.25,20.12,20.87,20.75,21.12,2:27:27
14905,1/18/2021,20.06,21.25,20.12,20.87,20.75,21.12,2:27:15
14904,1/18/2021,20.06,21.25,20.12,20.87,20.69,21.06,2:27:04
14903,1/18/2021,20,21.25,20.12,20.87,20.75,21.06,2:26:52
14902,1/18/2021,20,21.25,20.12,20.87,20.75,21.12,2:26:41
14901,1/18/2021,20,21.25,20.19,20.87,20.69,21.12,2:26:29
14900,1/18/2021,20,21.25,20.12,20.87,20.75,21.12,2:26:18
14899,1/18/2021,20.06,21.25,20.12,20.87,20.69,21.12,2:26:06
14898,1/18/2021,20,21.19,20.12,20.81,20.69,21.12,2:25:54
14897,1/18/2021,20,21.19,20.12,20.94,20.69,21.12,2:25:43
14896,1/18/2021,20,21.25,20.12,20.87,20.62,21.12,2:25:31
14895,1/18/2021,20.06,21.25,20.12,20.87,20.62,21.12,2:25:20
14894,1/18/2021,20,21.25,20.12,20.81,20.62,21.06,2:25:09
14893,1/18/2021,20,21.25,20.12,20.81,20.62,21.06,2:24:57
14892,1/18/2021,20,21.19,20.19,20.81,20.56,21.06,2:24:45
14891,1/18/2021,20,21.25,20.12,20.87,20.62,21.12,2:24:34
14890,1/18/2021,19.94,21.19,20.12,20.87,20.62,21.06,2:24:23
14889,1/18/2021,19.94,21.25,20.12,20.81,20.56,21.06,2:24:11
14888,1/18/2021,19.94,21.19,20.12,20.87,20.5,21.06,2:23:59
14887,1/18/2021,19.94,21.19,20.12,20.81,20.5,21.06,2:23:48
14886,1/18/2021,19.94,21.25,20.12,20.81,20.5,21.06,2:23:36
14885,1/18/2021,19.94,21.19,20.12,20.81,20.5,21.06,2:23:25
14884,1/18/2021,19.94,21.19,20.12,20.81,20.5,21.06,2:23:13
14883,1/18/2021,20,21.25,20.06,20.81,20.44,21.06,2:23:02
14882,1/18/2021,19.94,21.19,20.06,20.87,20.5,21.06,2:22:50
14881,1/18/2021,20,21.19,20.06,20.87,20.5,21.06,2:22:39
14880,1/18/2021,19.94,21.19,20.06,20.81,20.5,21.06,2:22:27
14879,1/18/2021,19.87,21.12,20.06,20.81,20.5,21.06,2:22:16
14878,1/18/2021,19.94,21.19,20.06,20.87,20.44,21.06,2:22:04
14877,1/18/2021,19.94,21.19,20.12,20.87,20.44,21.06,2:21:53
14876,1/18/2021,19.94,21.12,20.06,20.81,20.5,21,2:21:41
14875,1/18/2021,19.87,21.12,20.12,20.87,20.44,21,2:21:30
14874,1/18/2021,19.94,21.12,20.12,20.87,20.44,21.06,2:21:18
14873,1/18/2021,19.94,21.12,20.06,20.81,20.44,21.06,2:21:07
14872,1/18/2021,19.87,21.12,20.06,20.81,20.44,21,2:20:55
14871,1/18/2021,19.87,21.12,20.06,20.81,20.44,21.06,2:20:44
14870,1/18/2021,19.87,21.12,20.06,20.81,20.44,21.06,2:20:32
14869,1/18/2021,19.87,21.12,20.06,20.81,20.44,21.06,2:20:20
14868,1/18/2021,19.94,21.19,20,20.81,20.5,21.06,2:20:09
14867,1/18/2021,19.94,21.19,20,20.81,20.5,21,2:19:57
14866,1/18/2021,19.94,21.12,20,20.87,20.56,21,2:19:46
14865,1/18/2021,19.94,21.12,20,20.81,20.56,21,2:19:34
14864,1/18/2021,19.94,21.19,20,20.81,20.56,21.06,2:19:23
14863,1/18/2021,19.94,21.19,20.06,20.81,20.62,21,2:19:11
14862,1/18/2021,19.94,21.19,20,20.81,20.62,21,2:19:00
14861,1/18/2021,20,21.19,20.06,20.81,20.62,21.06,2:18:48
14860,1/18/2021,20,21.12,20.06,20.81,20.69,21.06,2:18:37
14859,1/18/2021,20,21.12,20,20.87,20.69,21.06,2:18:26
14858,1/18/2021,20.06,21.19,20,20.81,20.69,21,2:18:14
14857,1/18/2021,20,21.12,20.06,20.87,20.69,21.06,2:18:02
14856,1/18/2021,20.06,21.19,20.06,20.87,20.69,21.06,2:17:51
14855,1/18/2021,20.06,21.19,20.06,20.81,20.75,21.12,2:17:39
14854,1/18/2021,20,21.12,20.06,20.81,20.75,21.12,2:17:28
14853,1/18/2021,20.06,21.19,20.06,20.81,20.75,21.06,2:17:16
14852,1/18/2021,20.12,21.19,20.06,20.81,20.81,21.06,2:17:05
14851,1/18/2021,20.12,21.19,20,20.81,20.87,21.12,2:16:53
14850,1/18/2021,20.12,21.19,20,20.87,20.87,21.12,2:16:42
14849,1/18/2021,20.12,21.19,20.06,20.87,20.87,21.12,2:16:30
14848,1/18/2021,20.06,21.25,20.06,20.87,20.94,21.12,2:16:19
14847,1/18/2021,20.12,21.19,20.06,20.81,20.94,21.12,2:16:07
14846,1/18/2021,20.12,21.25,20.06,20.94,20.94,21.12,2:15:55
14845,1/18/2021,20.12,21.31,20.06,20.87,21,21.12,2:15:44
14844,1/18/2021,20.19,21.25,20.06,20.87,21.06,21.12,2:15:32
14843,1/18/2021,20.19,21.25,20,20.94,21.06,21.12,2:15:21
14842,1/18/2021,20.19,21.31,20.06,20.87,21,21.12,2:15:09
14841,1/18/2021,20.19,21.25,20.06,20.87,21.06,21.12,2:14:58
14840,1/18/2021,20.12,21.31,20.06,20.87,21.06,21.12,2:14:46
14839,1/18/2021,20.19,21.31,20.06,20.87,21.06,21.12,2:14:35
14838,1/18/2021,20.19,21.31,20.06,20.87,21.06,21.12,2:14:23
14837,1/18/2021,20.25,21.25,20.06,20.87,21.12,21.12,2:14:12
14836,1/18/2021,20.19,21.25,20.06,20.94,21.12,21.06,2:14:00
14835,1/18/2021,20.25,21.25,20.06,20.87,21.06,21.12,2:13:49
14834,1/18/2021,20.25,21.25,20.06,20.87,21.12,21.06,2:13:38
14833,1/18/2021,20.19,21.31,20.06,20.87,21.06,21.12,2:13:26
14832,1/18/2021,20.25,21.25,20.06,20.94,21.12,21.12,2:13:14
14831,1/18/2021,20.25,21.31,20.12,20.94,21.12,21.12,2:13:03
14830,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.12,2:12:51
14829,1/18/2021,20.31,21.31,20.06,20.87,21.19,21.12,2:12:40
14828,1/18/2021,20.25,21.37,20.06,20.87,21.19,21.12,2:12:28
14827,1/18/2021,20.25,21.31,20.12,20.94,21.19,21.12,2:12:17
14826,1/18/2021,20.25,21.31,20.06,20.94,21.25,21.12,2:12:05
14825,1/18/2021,20.25,21.31,20.12,20.94,21.19,21.12,2:11:54
14824,1/18/2021,20.25,21.31,20.12,20.94,21.25,21.12,2:11:42
14823,1/18/2021,20.31,21.37,20.06,20.94,21.25,21.12,2:11:30
14822,1/18/2021,20.31,21.37,20.12,20.94,21.25,21.19,2:11:19
14821,1/18/2021,20.25,21.37,20.06,20.94,21.25,21.12,2:11:07
14820,1/18/2021,20.31,21.37,20.12,21,21.25,21.06,2:10:56
14819,1/18/2021,20.31,21.37,20.12,21,21.25,21.12,2:10:44
14818,1/18/2021,20.25,21.37,20.12,20.94,21.25,21.12,2:10:33
14817,1/18/2021,20.31,21.44,20.12,20.94,21.19,21.12,2:10:21
14816,1/18/2021,20.25,21.37,20.12,20.94,21.25,21.19,2:10:10
14815,1/18/2021,20.25,21.37,20.06,20.94,21.19,21.19,2:09:58
14814,1/18/2021,20.25,21.37,20.06,20.94,21.19,21.12,2:09:47
14813,1/18/2021,20.25,21.31,20.06,21,21.19,21.19,2:09:35
14812,1/18/2021,20.25,21.31,20.12,20.94,21.19,21.12,2:09:24
14811,1/18/2021,20.25,21.31,20.06,20.94,21.19,21.19,2:09:12
14810,1/18/2021,20.19,21.31,20.12,20.87,21.19,21.12,2:09:01
14809,1/18/2021,20.25,21.31,20.12,20.87,21.19,21.19,2:08:49
14808,1/18/2021,20.19,21.31,20.12,21,21.19,21.12,2:08:38
14807,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.12,2:08:26
14806,1/18/2021,20.19,21.31,20.06,20.94,21.19,21.19,2:08:15
14805,1/18/2021,20.19,21.31,20.12,20.87,21.19,21.12,2:08:03
14804,1/18/2021,20.25,21.31,20.12,20.94,21.19,21.12,2:07:52
14803,1/18/2021,20.25,21.31,20.06,20.94,21.19,21.12,2:07:40
14802,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.12,2:07:29
14801,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.19,2:07:17
14800,1/18/2021,20.19,21.31,20.06,20.87,21.19,21.12,2:07:06
14799,1/18/2021,20.25,21.31,20.06,20.87,21.19,21.12,2:06:54
14798,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.06,2:06:42
14797,1/18/2021,20.25,21.31,20.06,20.94,21.12,21.12,2:06:31
14796,1/18/2021,20.25,21.31,20.06,20.94,21.19,21.12,2:06:19
14795,1/18/2021,20.25,21.31,20.06,20.94,21.19,21.12,2:06:08
14794,1/18/2021,20.25,21.31,20.06,20.94,21.19,21.19,2:05:56
14793,1/18/2021,20.31,21.31,20.06,21,21.19,21.12,2:05:45
14792,1/18/2021,20.31,21.31,20.06,20.94,21.19,21.19,2:05:33
14791,1/18/2021,20.37,21.37,20.06,20.94,21.19,21.19,2:05:22
14790,1/18/2021,20.37,21.37,20.12,20.94,21.19,21.12,2:05:10
14789,1/18/2021,20.37,21.37,20.12,20.94,21.25,21.06,2:04:59
14788,1/18/2021,20.37,21.37,20.12,20.94,21.19,21.12,2:04:47
14787,1/18/2021,20.37,21.31,20.06,20.94,21.19,21.12,2:04:36
14786,1/18/2021,20.37,21.31,20.06,20.94,21.25,21.19,2:04:24
14785,1/18/2021,20.31,21.31,20.06,20.94,21.19,21.12,2:04:13
14784,1/18/2021,20.31,21.31,20.12,21,21.19,21.19,2:04:01
14783,1/18/2021,20.37,21.37,20.06,21,21.25,21.12,2:03:50
14782,1/18/2021,20.37,21.44,20.12,21,21.25,21.19,2:03:38
14781,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:03:27
14780,1/18/2021,20.37,21.37,20.12,21,21.19,21.12,2:03:15
14779,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:03:04
14778,1/18/2021,20.37,21.37,20.12,21,21.31,21.19,2:02:52
14777,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:02:41
14776,1/18/2021,20.37,21.37,20.12,20.94,21.31,21.19,2:02:29
14775,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:02:17
14774,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:02:06
14773,1/18/2021,20.37,21.37,20.12,21,21.25,21.19,2:01:54
14772,1/18/2021,20.44,21.37,20.12,21,21.31,21.19,2:01:43
14771,1/18/2021,20.44,21.37,20.19,20.94,21.25,21.19,2:01:31
14770,1/18/2021,20.37,21.37,20.19,21,21.31,21.19,2:01:20
14769,1/18/2021,20.44,21.44,20.19,21,21.25,21.12,2:01:08
14768,1/18/2021,20.5,21.37,20.19,21,21.25,21.19,2:00:57
14767,1/18/2021,20.5,21.37,20.19,21,21.31,21.19,2:00:45
14766,1/18/2021,20.5,21.44,20.19,21,21.31,21.19,2:00:34
14765,1/18/2021,20.5,21.37,20.25,21,21.31,21.19,2:00:22
14764,1/18/2021,20.44,21.37,20.19,21,21.31,21.19,2:00:11
14763,1/18/2021,20.5,21.37,20.19,21,21.31,21.12,1:59:59
14762,1/18/2021,20.5,21.37,20.25,21,21.31,21.12,1:59:48
14761,1/18/2021,20.5,21.37,20.25,21,21.37,21.19,1:59:36
14760,1/18/2021,20.56,21.37,20.25,21,21.37,21.19,1:59:25
14759,1/18/2021,20.56,21.44,20.31,21,21.31,21.19,1:59:13
14758,1/18/2021,20.5,21.37,20.31,21,21.31,21.19,1:59:02
14757,1/18/2021,20.56,21.44,20.31,21,21.37,21.19,1:58:50
14756,1/18/2021,20.56,21.5,20.31,21,21.37,21.19,1:58:39
14755,1/18/2021,20.56,21.44,20.31,21.06,21.44,21.25,1:58:27
14754,1/18/2021,20.5,21.37,20.31,21,21.37,21.19,1:58:16
14753,1/18/2021,20.5,21.37,20.31,21,21.37,21.19,1:58:04
14752,1/18/2021,20.5,21.44,20.31,21,21.44,21.25,1:57:53
14751,1/18/2021,20.5,21.44,20.31,21,21.44,21.19,1:57:41
14750,1/18/2021,20.5,21.44,20.37,21.06,21.44,21.25,1:57:29
14749,1/18/2021,20.5,21.44,20.31,21.06,21.37,21.25,1:57:18
14748,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:57:06
14747,1/18/2021,20.56,21.44,20.37,21.06,21.37,21.25,1:56:55
14746,1/18/2021,20.56,21.44,20.37,21.06,21.37,21.31,1:56:43
14745,1/18/2021,20.62,21.44,20.37,21,21.37,21.31,1:56:32
14744,1/18/2021,20.56,21.44,20.37,21.06,21.31,21.25,1:56:21
14743,1/18/2021,20.5,21.5,20.31,21.06,21.31,21.25,1:56:09
14742,1/18/2021,20.5,21.44,20.37,21.06,21.31,21.31,1:55:57
14741,1/18/2021,20.5,21.44,20.37,21,21.31,21.25,1:55:46
14740,1/18/2021,20.56,21.44,20.37,21,21.37,21.25,1:55:34
14739,1/18/2021,20.5,21.44,20.37,21,21.31,21.19,1:55:23
14738,1/18/2021,20.5,21.44,20.37,21,21.31,21.25,1:55:11
14737,1/18/2021,20.5,21.5,20.37,21.06,21.31,21.25,1:55:00
14736,1/18/2021,20.5,21.44,20.37,21,21.31,21.25,1:54:48
14735,1/18/2021,20.5,21.5,20.37,21.06,21.31,21.25,1:54:37
14734,1/18/2021,20.56,21.5,20.37,21.06,21.37,21.25,1:54:25
14733,1/18/2021,20.5,21.5,20.31,21.06,21.37,21.25,1:54:14
14732,1/18/2021,20.5,21.56,20.31,21.06,21.37,21.25,1:54:02
14731,1/18/2021,20.5,21.5,20.37,21.06,21.37,21.25,1:53:51
14730,1/18/2021,20.5,21.5,20.31,21.06,21.37,21.25,1:53:39
14729,1/18/2021,20.5,21.5,20.31,21.06,21.37,21.25,1:53:27
14728,1/18/2021,20.5,21.5,20.31,21.06,21.37,21.25,1:53:16
14727,1/18/2021,20.5,21.44,20.37,21,21.37,21.25,1:53:04
14726,1/18/2021,20.44,21.44,20.31,21.06,21.31,21.19,1:52:53
14725,1/18/2021,20.5,21.44,20.31,21.06,21.31,21.25,1:52:42
14724,1/18/2021,20.44,21.44,20.31,21.06,21.31,21.25,1:52:30
14723,1/18/2021,20.37,21.44,20.31,21.06,21.31,21.19,1:52:18
14722,1/18/2021,20.44,21.44,20.25,21.06,21.31,21.19,1:52:07
14721,1/18/2021,20.44,21.44,20.31,21.06,21.31,21.25,1:51:55
14720,1/18/2021,20.37,21.44,20.25,21.06,21.25,21.25,1:51:44
14719,1/18/2021,20.44,21.44,20.25,21,21.31,21.19,1:51:32
14718,1/18/2021,20.37,21.44,20.25,21.06,21.31,21.25,1:51:21
14717,1/18/2021,20.37,21.44,20.25,21,21.31,21.25,1:51:09
14716,1/18/2021,20.31,21.44,20.19,21,21.25,21.19,1:51:09
14715,1/18/2021,20.31,21.37,20.19,21,21.25,21.25,1:49:03
14714,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:48:51
14713,1/18/2021,20.37,21.31,20.12,21,21.25,21.19,1:48:40
14712,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:48:28
14711,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:48:16
14710,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:48:05
14709,1/18/2021,20.37,21.37,20.12,21,21.19,21.19,1:47:53
14708,1/18/2021,20.31,21.37,20.19,20.94,21.25,21.19,1:47:42
14707,1/18/2021,20.37,21.37,20.19,21,21.25,21.19,1:47:30
14706,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:47:19
14705,1/18/2021,20.37,21.37,20.19,21,21.25,21.19,1:47:07
14704,1/18/2021,20.31,21.37,20.19,21,21.25,21.25,1:46:56
14703,1/18/2021,20.31,21.37,20.19,21,21.25,21.19,1:46:44
14702,1/18/2021,20.37,21.37,20.19,21,21.31,21.19,1:46:33
14701,1/18/2021,20.37,21.37,20.12,20.94,21.31,21.19,1:46:21
14700,1/18/2021,20.31,21.37,20.19,20.94,21.25,21.19,1:46:10
14699,1/18/2021,20.31,21.37,20.19,20.94,21.31,21.25,1:45:58
14698,1/18/2021,20.31,21.37,20.12,20.94,21.31,21.19,1:45:47
14697,1/18/2021,20.25,21.37,20.12,21,21.31,21.19,1:45:35
14696,1/18/2021,20.31,21.37,20.12,21,21.31,21.19,1:45:24
14695,1/18/2021,20.37,21.37,20.12,21,21.31,21.19,1:45:12
14694,1/18/2021,20.31,21.37,20.12,21,21.25,21.19,1:45:01
14693,1/18/2021,20.31,21.31,20.12,21,21.31,21.19,1:44:49
14692,1/18/2021,20.37,21.37,20.12,21.06,21.31,21.25,1:44:38
14691,1/18/2021,20.31,21.37,20.12,21,21.31,21.25,1:44:26
14690,1/18/2021,20.31,21.37,20.12,21,21.31,21.25,1:44:15
14689,1/18/2021,20.37,21.37,20.12,21,21.31,21.25,1:44:03
14688,1/18/2021,20.37,21.37,20.19,21,21.31,21.19,1:43:52
14687,1/18/2021,20.31,21.37,20.12,21,21.31,21.19,1:43:40
14686,1/18/2021,20.31,21.37,20.12,21,21.31,21.19,1:43:28
14685,1/18/2021,20.37,21.31,20.12,21,21.31,21.19,1:43:17
14684,1/18/2021,20.44,21.31,20.19,20.94,21.31,21.19,1:43:05
14683,1/18/2021,20.37,21.31,20.12,21,21.31,21.19,1:42:54
14682,1/18/2021,20.37,21.37,20.37,21,21.37,21.19,1:42:42
14681,1/18/2021,20.37,21.37,20.19,21,21.31,21.25,1:42:31
14680,1/18/2021,20.37,21.37,20.19,21,21.31,21.19,1:42:19
14679,1/18/2021,20.44,21.37,20.19,21.06,21.37,21.19,1:42:08
14678,1/18/2021,20.44,21.44,20.19,21,21.44,21.19,1:41:56
14677,1/18/2021,20.37,21.37,20.19,21,21.44,21.19,1:41:45
14676,1/18/2021,20.5,21.37,20.19,21.06,21.37,21.25,1:41:33
14675,1/18/2021,20.44,21.44,20.25,21,21.37,21.19,1:41:22
14674,1/18/2021,20.44,21.44,20.25,21,21.37,21.19,1:41:10
14673,1/18/2021,20.44,21.44,20.25,21.06,21.37,21.25,1:40:59
14672,1/18/2021,20.44,21.44,20.25,21,21.44,21.19,1:40:47
14671,1/18/2021,20.44,21.37,20.25,21.06,21.44,21.25,1:40:36
14670,1/18/2021,20.44,21.44,20.19,21,21.44,21.25,1:40:24
14669,1/18/2021,20.5,21.44,20.25,21.06,21.44,21.25,1:40:13
14668,1/18/2021,20.5,21.5,20.25,21,21.5,21.25,1:40:01
14667,1/18/2021,20.44,21.5,20.25,21.06,21.44,21.25,1:39:50
14666,1/18/2021,20.44,21.5,20.25,21.06,21.44,21.19,1:39:38
14665,1/18/2021,20.44,21.44,20.25,21.06,21.5,21.25,1:39:27
14664,1/18/2021,20.5,21.44,20.25,21.06,21.5,21.25,1:39:15
14663,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:39:04
14662,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:38:52
14661,1/18/2021,20.5,21.5,20.31,21,21.5,21.31,1:38:40
14660,1/18/2021,20.56,21.5,20.31,21,21.5,21.25,1:38:29
14659,1/18/2021,20.56,21.44,20.31,21.06,21.44,21.25,1:38:17
14658,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:38:06
14657,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:37:54
14656,1/18/2021,20.44,21.5,20.31,21.06,21.44,21.25,1:37:43
14655,1/18/2021,20.56,21.5,20.31,21.12,21.5,21.25,1:37:31
14654,1/18/2021,20.5,21.44,20.37,21.06,21.5,21.25,1:37:20
14653,1/18/2021,20.56,21.5,20.31,21.12,21.44,21.25,1:37:08
14652,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.25,1:36:57
14651,1/18/2021,20.5,21.5,20.31,21.12,21.5,21.25,1:36:45
14650,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:36:34
14649,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.19,1:36:22
14648,1/18/2021,20.5,21.5,20.31,21.12,21.44,21.19,1:36:11
14647,1/18/2021,20.56,21.5,20.31,21,21.44,21.25,1:35:59
14646,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:35:48
14645,1/18/2021,20.5,21.56,20.31,21.06,21.44,21.25,1:35:36
14644,1/18/2021,20.56,21.5,20.25,21.12,21.44,21.31,1:35:25
14643,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:35:13
14642,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:35:02
14641,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:34:50
14640,1/18/2021,20.44,21.5,20.31,21.06,21.44,21.25,1:34:39
14639,1/18/2021,20.44,21.5,20.31,21.06,21.44,21.25,1:34:27
14638,1/18/2021,20.44,21.44,20.31,21.06,21.44,21.25,1:34:16
14637,1/18/2021,20.5,21.5,20.25,21.06,21.44,21.25,1:34:04
14636,1/18/2021,20.5,21.44,20.25,21,21.37,21.25,1:33:53
14635,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.31,1:33:41
14634,1/18/2021,20.5,21.5,20.25,21.06,21.44,21.31,1:33:29
14633,1/18/2021,20.5,21.5,20.25,21,21.44,21.25,1:33:18
14632,1/18/2021,20.44,21.44,20.31,21.06,21.44,21.25,1:33:06
14631,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:32:55
14630,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:32:43
14629,1/18/2021,20.5,21.5,20.31,21,21.44,21.25,1:32:32
14628,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:32:20
14627,1/18/2021,20.44,21.44,20.31,21,21.44,21.19,1:32:09
14626,1/18/2021,20.56,21.5,20.31,21,21.44,21.25,1:31:57
14625,1/18/2021,20.56,21.5,20.31,21,21.37,21.19,1:31:46
14624,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:31:34
14623,1/18/2021,20.56,21.5,20.31,21,21.44,21.25,1:31:23
14622,1/18/2021,20.56,21.5,20.31,21.06,21.44,21.25,1:31:11
14621,1/18/2021,20.56,21.44,20.31,21.06,21.5,21.25,1:31:00
14620,1/18/2021,20.56,21.5,20.37,21.06,21.5,21.31,1:30:48
14619,1/18/2021,20.56,21.5,20.37,21.06,21.5,21.31,1:30:37
14618,1/18/2021,20.56,21.5,20.37,21.12,21.5,21.25,1:30:25
14617,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.31,1:30:14
14616,1/18/2021,20.56,21.5,20.31,21.06,21.44,21.25,1:30:02
14615,1/18/2021,20.5,21.44,20.31,21.06,21.56,21.25,1:29:51
14614,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.25,1:29:39
14613,1/18/2021,20.56,21.56,20.31,21.06,21.5,21.31,1:29:27
14612,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.31,1:29:16
14611,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.31,1:29:04
14610,1/18/2021,20.5,21.44,20.31,21.06,21.5,21.25,1:28:53
14609,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.31,1:28:42
14608,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:28:30
14607,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:28:18
14606,1/18/2021,20.56,21.44,20.31,21.06,21.44,21.31,1:28:07
14605,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.25,1:27:55
14604,1/18/2021,20.56,21.5,20.31,21.06,21.5,21.31,1:27:44
14603,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.31,1:27:32
14602,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:27:21
14601,1/18/2021,20.5,21.5,20.31,21.06,21.5,21.25,1:27:09
14600,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.31,1:26:58
14599,1/18/2021,20.5,21.5,20.31,21.06,21.44,21.25,1:26:46
14598,1/18/2021,20.5,21.44,20.25,21,21.5,21.25,1:26:35
14597,1/18/2021,20.44,21.44,20.25,21.06,21.5,21.25,1:26:23
14596,1/18/2021,20.44,21.5,20.25,21,21.44,21.25,1:26:12
14595,1/18/2021,20.56,21.44,20.25,21.06,21.44,21.25,1:26:00
14594,1/18/2021,20.56,21.44,20.25,21.06,21.44,21.19,1:25:49
14593,1/18/2021,20.5,21.5,20.25,21.06,21.44,21.25,1:25:37
14592,1/18/2021,20.5,21.44,20.25,21,21.44,21.25,1:25:26
14591,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:25:14
14590,1/18/2021,20.5,21.44,20.25,21.06,21.37,21.25,1:25:03
14589,1/18/2021,20.44,21.44,20.25,21.06,21.44,21.31,1:24:51
14588,1/18/2021,20.5,21.56,20.25,21.06,21.37,21.31,1:24:39
14587,1/18/2021,20.5,21.5,20.31,21.12,21.44,21.31,1:24:28
14586,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:24:16
14585,1/18/2021,20.5,21.5,20.25,21.06,21.44,21.25,1:24:05
14584,1/18/2021,20.44,21.5,20.31,21.06,21.44,21.25,1:23:54
14583,1/18/2021,20.5,21.5,20.31,21.12,21.44,21.25,1:23:42
14582,1/18/2021,20.56,21.44,20.31,21.06,21.37,21.25,1:23:30
14581,1/18/2021,20.5,21.44,20.31,21.06,21.44,21.25,1:23:19
14580,1/18/2021,20.56,21.44,20.31,21.12,21.44,21.31,1:23:07
14579,1/18/2021,20.56,21.44,20.31,21.12,21.37,21.25,1:22:56
14578,1/18/2021,20.5,21.44,20.31,21.12,21.44,21.31,1:22:44
14577,1/18/2021,20.56,21.5,20.31,21.12,21.44,21.31,1:22:33
